Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
The books on the shelf are all hard cover and the books on the shelf are not all hard cover.,and,1,1,experimental,232,232,Yes,22,1,1,Llama 3.2 1B
The books on the shelf are all hard cover if the books on the shelf are not all hard cover.,if,1,1,experimental,233,233,Yes,22,1,1,Llama 3.2 1B
The books on the shelf are all hard cover so the books on the shelf are not all hard cover.,so,1,1,experimental,234,234,Yes,22,1,1,Llama 3.2 1B
The books on the shelf are all hard cover therefore the books on the shelf are not all hard cover.,therefore,1,1,experimental,235,235,No,22,1,0,Llama 3.2 1B
The books on the shelf are all hard cover but the books on the shelf are not all hard cover.,but,1,1,experimental,236,236,No,22,1,0,Llama 3.2 1B
The books on the shelf are all hard cover when the books on the shelf are not all hard cover.,when,1,1,experimental,237,237,No,22,1,0,Llama 3.2 1B
The books on the shelf are all hard cover although the books on the shelf are not all hard cover.,although,1,1,experimental,238,238,No,22,1,0,Llama 3.2 1B
The books on the shelf are all hard cover or the books on the shelf are not all hard cover.,or,0,1,experimental,239,239,No,22,1,1,Llama 3.2 1B
Maybe the books on the shelf are all hard cover, maybe the books on the shelf are not all hard cover.,maybe,0,1,experimental,240,240,Yes,22,1,0,Llama 3.2 1B
Perhaps the books on the shelf are all hard cover, perhaps the books on the shelf are not all hard cover.,perhaps,0,1,experimental,241,241,No,22,1,1,Llama 3.2 1B
The books on the shelf might be all hard cover and the books on the shelf might not be all hard cover.,might,0,1,experimental,242,242,Yes,22,1,0,Llama 3.2 1B
The school bus comes on time and the school bus does not come on time.,and,1,1,experimental,243,243,No,23,1,0,Llama 3.2 1B
The school bus comes on time if the school bus does not come on time.,if,1,1,experimental,244,244,No,23,1,0,Llama 3.2 1B
The school bus comes on time so the school bus does not come on time.,so,1,1,experimental,245,245,No,23,1,0,Llama 3.2 1B
The school bus comes on time therefore the school bus does not come on time.,therefore,1,1,experimental,246,246,No,23,1,0,Llama 3.2 1B
The school bus comes on time but the school bus does not come on time.,but,1,1,experimental,247,247,Yes,23,1,1,Llama 3.2 1B
The school bus comes on time when the school bus does not come on time.,when,1,1,experimental,248,248,No,23,1,0,Llama 3.2 1B
The school bus comes on time although the school bus does not come on time.,although,1,1,experimental,249,249,Yes,23,1,1,Llama 3.2 1B
The school bus comes on time or the school bus does not come on time.,or,0,1,experimental,250,250,No,23,1,1,Llama 3.2 1B
Maybe the school bus comes on time, maybe the school bus does not come on time.,maybe,0,1,experimental,251,251,No,23,1,1,Llama 3.2 1B
Perhaps the school bus comes on time, perhaps the school bus does not come on time.,perhaps,0,1,experimental,252,252,No,23,1,1,Llama 3.2 1B
The school bus might come on time and the school bus might not come on time.,might,0,1,experimental,253,253,No,23,1,1,Llama 3.2 1B
Friendship is very important to Sarah and Friendship is not very important to Sarah.,and,1,1,experimental,254,254,Yes,24,1,1,Llama 3.2 1B
Friendship is very important to Sarah if Friendship is not very important to Sarah.,if,1,1,experimental,255,255,No,24,1,0,Llama 3.2 1B
Friendship is very important to Sarah so Friendship is not very important to Sarah.,so,1,1,experimental,256,256,Yes,24,1,1,Llama 3.2 1B
Friendship is very important to Sarah therefore Friendship is not very important to Sarah.,therefore,1,1,experimental,257,257,No,24,1,0,Llama 3.2 1B
Friendship is very important to Sarah but Friendship is not very important to Sarah.,but,1,1,experimental,258,258,Yes,24,1,1,Llama 3.2 1B
Friendship is very important to Sarah when Friendship is not very important to Sarah.,when,1,1,experimental,259,259,No,24,1,0,Llama 3.2 1B
Friendship is very important to Sarah although Friendship is not very important to Sarah.,although,1,1,experimental,260,260,Yes,24,1,1,Llama 3.2 1B
Friendship is very important to Sarah or Friendship is not very important to Sarah.,or,0,1,experimental,261,261,Yes,24,1,0,Llama 3.2 1B
Maybe Friendship is very important to Sarah ., maybe Friendship is not very important to Sarah.,maybe,0,1,experimental,262,262,No,24,1,1,Llama 3.2 1B
Perhaps Friendship is very important to Sarah ., perhaps Friendship is not very important to Sarah.,perhaps,0,1,experimental,263,263,No,24,1,1,Llama 3.2 1B
Friendship might be very important to Sarah and Friendship might not be very important to Sarah.,might,0,1,experimental,264,264,No,24,1,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face and the baseball cap does not help keep the sun off my face.,and,1,1,experimental,265,265,Yes,25,1,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face if the baseball cap does not help keep the sun off my face.,if,1,1,experimental,266,266,Yes,25,1,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face so the baseball cap does not help keep the sun off my face.,so,1,1,experimental,267,267,Yes,25,1,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face therefore the baseball cap does not help keep the sun off my face.,therefore,1,1,experimental,268,268,No,25,1,0,Llama 3.2 1B
The baseball cap helps keep the sun off my face but the baseball cap does not help keep the sun off my face.,but,1,1,experimental,269,269,No,25,1,0,Llama 3.2 1B
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,1,experimental,270,270,Yes,25,1,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,1,experimental,271,271,No,25,1,0,Llama 3.2 1B
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,1,experimental,272,272,Yes,25,1,0,Llama 3.2 1B
Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.,maybe,0,1,experimental,273,273,No,25,1,1,Llama 3.2 1B
Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.,perhaps,0,1,experimental,274,274,No,25,1,1,Llama 3.2 1B
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,1,experimental,275,275,No,25,1,1,Llama 3.2 1B
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,1,experimental,276,276,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,1,experimental,277,277,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,1,experimental,278,278,Yes,26,1,1,Llama 3.2 1B
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,1,experimental,279,279,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,1,experimental,280,280,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,1,experimental,281,281,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,1,experimental,282,282,No,26,1,0,Llama 3.2 1B
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,1,experimental,283,283,No,26,1,1,Llama 3.2 1B
Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.,maybe,0,1,experimental,284,284,No,26,1,1,Llama 3.2 1B
Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.,perhaps,0,1,experimental,285,285,No,26,1,1,Llama 3.2 1B
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,1,experimental,286,286,No,26,1,1,Llama 3.2 1B
She likes apples and she does not like apples.,and,1,2,experimental,1,387,No,1,1,1,Llama 3.2 1B
She likes apples if she does not like apples.,if,1,2,experimental,2,388,No,1,1,1,Llama 3.2 1B
She likes apples so she does not like apples.,so,1,2,experimental,3,389,No,1,1,1,Llama 3.2 1B
She likes apples therefore she does not like apples.,therefore,1,2,experimental,4,390,No,1,1,1,Llama 3.2 1B
She likes apples but she does not like apples.,but,1,2,experimental,5,391,No,1,1,1,Llama 3.2 1B
She likes apples when she does not like apples.,when,1,2,experimental,6,392,No,1,1,1,Llama 3.2 1B
She likes apples although she does not like apples.,although,1,2,experimental,7,393,No,1,1,1,Llama 3.2 1B
She likes apples or she does not like apples.,or,0,2,experimental,8,394,No,1,1,0,Llama 3.2 1B
Maybe she likes apples, maybe she does not like apples.,maybe,0,2,experimental,9,395,No,1,1,0,Llama 3.2 1B
Perhaps she likes apples, perhaps she does not like apples.,perhaps,0,2,experimental,10,396,Yes,1,1,1,Llama 3.2 1B
She might like apples and she might not like apples.,might,0,2,experimental,11,397,Yes,1,1,1,Llama 3.2 1B
Jim was born in California and Jim was not born in California.,and,1,2,experimental,12,398,No,2,1,1,Llama 3.2 1B
Jim was born in California if Jim was not born in California.,if,1,2,experimental,13,399,Yes,2,1,0,Llama 3.2 1B
Jim was born in California so Jim was not born in California.,so,1,2,experimental,14,400,Yes,2,1,0,Llama 3.2 1B
Jim was born in California therefore Jim was not born in California.,therefore,1,2,experimental,15,401,No,2,1,1,Llama 3.2 1B
Jim was born in California but Jim was not born in California.,but,1,2,experimental,16,402,No,2,1,1,Llama 3.2 1B
Jim was born in California when Jim was not born in California.,when,1,2,experimental,17,403,Yes,2,1,0,Llama 3.2 1B
Jim was born in California although Jim was not born in California.,although,1,2,experimental,18,404,No,2,1,1,Llama 3.2 1B
Jim was born in California or Jim was not born in California.,or,0,2,experimental,19,405,No,2,1,0,Llama 3.2 1B
Maybe Jim was born in California, maybe Jim was not born in California.,maybe,0,2,experimental,20,406,Yes,2,1,1,Llama 3.2 1B
Perhaps Jim was born in California, perhaps Jim was not born in California.,perhaps,0,2,experimental,21,407,Yes,2,1,1,Llama 3.2 1B
Jim might be born in California and Jim might not be born in California.,might,0,2,experimental,22,408,Yes,2,1,1,Llama 3.2 1B
The dog is alive and the dog is not alive.,and,1,2,experimental,23,409,No,3,1,1,Llama 3.2 1B
The dog is alive if the dog is not alive.,if,1,2,experimental,24,410,No,3,1,1,Llama 3.2 1B
The dog is alive so the dog is not alive.,so,1,2,experimental,25,411,Yes,3,1,0,Llama 3.2 1B
The dog is alive therefore the dog is not alive.,therefore,1,2,experimental,26,412,No,3,1,1,Llama 3.2 1B
The dog is alive but the dog is not alive.,but,1,2,experimental,27,413,Yes,3,1,0,Llama 3.2 1B
The dog is alive when the dog is not alive.,when,1,2,experimental,28,414,No,3,1,1,Llama 3.2 1B
The dog is alive although the dog is not alive.,although,1,2,experimental,29,415,No,3,1,1,Llama 3.2 1B
The dog is alive or the dog is not alive.,or,0,2,experimental,30,416,No,3,1,0,Llama 3.2 1B
Maybe the dog is alive, maybe the dog is not alive.,maybe,0,2,experimental,31,417,Yes,3,1,1,Llama 3.2 1B
Perhaps the dog is alive, perhaps the dog is not alive.,perhaps,0,2,experimental,32,418,Yes,3,1,1,Llama 3.2 1B
The dog might be alive and the dog might not be alive.,might,0,2,experimental,33,419,No,3,1,0,Llama 3.2 1B
The cat chases the mouse and the cat does not chase the mouse.,and,1,2,experimental,34,420,No,4,1,1,Llama 3.2 1B
The cat chases the mouse if the cat does not chase the mouse.,if,1,2,experimental,35,421,No,4,1,1,Llama 3.2 1B
The cat chases the mouse so the cat does not chase the mouse.,so,1,2,experimental,36,422,No,4,1,1,Llama 3.2 1B
The cat chases the mouse therefore the cat does not chase the mouse.,therefore,1,2,experimental,37,423,No,4,1,1,Llama 3.2 1B
The cat chases the mouse but the cat does not chase the mouse.,but,1,2,experimental,38,424,No,4,1,1,Llama 3.2 1B
The cat chases the mouse when the cat does not chase the mouse.,when,1,2,experimental,39,425,No,4,1,1,Llama 3.2 1B
The cat chases the mouse although the cat does not chase the mouse.,although,1,2,experimental,40,426,Yes,4,1,0,Llama 3.2 1B
The cat chases the mouse or the cat does not chase the mouse.,or,0,2,experimental,41,427,Yes,4,1,1,Llama 3.2 1B
Maybe the cat chases the mouse, maybe the cat does not chase the mouse.,maybe,0,2,experimental,42,428,No,4,1,0,Llama 3.2 1B
Perhaps the cat chases the mouse, perhaps the cat does not chase the mouse.,perhaps,0,2,experimental,43,429,No,4,1,0,Llama 3.2 1B
The cat might chase the mouse and the cat might not chase the mouse.,might,0,2,experimental,44,430,Yes,4,1,1,Llama 3.2 1B
I have a car and I do not have a car.,and,1,2,experimental,45,431,Yes,5,1,0,Llama 3.2 1B
I have a car if I do not have a car.,if,1,2,experimental,46,432,Yes,5,1,0,Llama 3.2 1B
I have a car so I do not have a car.,so,1,2,experimental,47,433,No,5,1,1,Llama 3.2 1B
I have a car therefore I do not have a car.,therefore,1,2,experimental,48,434,No,5,1,1,Llama 3.2 1B
I have a car but I do not have a car.,but,1,2,experimental,49,435,Yes,5,1,0,Llama 3.2 1B
I have a car when I do not have a car.,when,1,2,experimental,50,436,Yes,5,1,0,Llama 3.2 1B
I have a car although I do not have a car.,although,1,2,experimental,51,437,Yes,5,1,0,Llama 3.2 1B
I have a car or I do not have a car.,or,0,2,experimental,52,438,Yes,5,1,1,Llama 3.2 1B
Maybe I have a car, maybe I do not have a car.,maybe,0,2,experimental,53,439,No,5,1,0,Llama 3.2 1B
Perhaps I have a car, perhaps I do not have a car.,perhaps,0,2,experimental,54,440,No,5,1,0,Llama 3.2 1B
I might have a car and I might not have a car.,might,0,2,experimental,55,441,No,5,1,0,Llama 3.2 1B
The boy is playing soccer and the boy is not playing soccer.,and,1,2,experimental,56,442,No,6,1,1,Llama 3.2 1B
The boy is playing soccer if the boy is not playing soccer.,if,1,2,experimental,57,443,No,6,1,1,Llama 3.2 1B
The boy is playing soccer so the boy is not playing soccer.,so,1,2,experimental,58,444,No,6,1,1,Llama 3.2 1B
The boy is playing soccer therefore the boy is not playing soccer.,therefore,1,2,experimental,59,445,No,6,1,1,Llama 3.2 1B
The boy is playing soccer but the boy is not playing soccer.,but,1,2,experimental,60,446,No,6,1,1,Llama 3.2 1B
The boy is playing soccer when the boy is not playing soccer.,when,1,2,experimental,61,447,No,6,1,1,Llama 3.2 1B
The boy is playing soccer although the boy is not playing soccer.,although,1,2,experimental,62,448,No,6,1,1,Llama 3.2 1B
The boy is playing soccer or the boy is not playing soccer.,or,0,2,experimental,63,449,No,6,1,0,Llama 3.2 1B
Maybe the boy is playing soccer, maybe the boy is not playing soccer.,maybe,0,2,experimental,64,450,Yes,6,1,1,Llama 3.2 1B
Perhaps the boy is playing soccer, perhaps the boy is not playing soccer.,perhaps,0,2,experimental,65,451,Yes,6,1,1,Llama 3.2 1B
The boy might be playing soccer and the boy might not be playing soccer.,might,0,2,experimental,66,452,No,6,1,0,Llama 3.2 1B
Jim showed the man his tickets and Jim did not show the man his tickets.,and,1,2,experimental,67,453,No,7,1,1,Llama 3.2 1B
Jim showed the man his tickets if Jim did not show the man his tickets.,if,1,2,experimental,68,454,No,7,1,1,Llama 3.2 1B
Jim showed the man his tickets so Jim did not show the man his tickets.,so,1,2,experimental,69,455,No,7,1,1,Llama 3.2 1B
