Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie plays softball. Jamie does not play softball.",NOR,Control,created,Easy Bad,115,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy has three jobs. I don't know how she does it.",NOR,Control,created,Good Filler,87,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The baseball cap helps keep the sun off my face.",NOR,Control,created,Easy Good,110,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John doubts Mary knows Spanish or French. So he has heard her speaking both.",Contradictory,Experimental,created,Other DE,69,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I love going to the gym. I'm there almost every day.",NOR,Control,created,Good Filler,84,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",NOR,Control,original,Good Filler,22,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Sue recommended two books to read during holidays, but I looked for them in libraries.",NOR,Control,original,Bad Filler,36,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy came back from the mall without buying a sweater or perfume She said she couldn't find anything she liked there.",NOR,Experimental,created,Without,65,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I was late to work today. The traffic this morning was much worse than usual.",NOR,Control,created,Good Filler,76,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Sometimes it snows heavily during the winter.",NOR,Control,created,Easy Good,97,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like the snow. I don't like the snow.",NOR,Control,created,Easy Bad,118,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: China doesn’t trust the Korean dictator, but they trust President Trump even more.",NOR,Control,original,Bad Filler,52,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely goes to the grocery story or the post office. He doesn’t really leave his house.",NOR,Experimental,created,Other DE,70,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",NOR,Control,original,Good Filler,32,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The teacher assigned homework for the week.",NOR,Control,created,Easy Good,96,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I didn’t know the neighbors before moving here, even if I find it really generous.",NOR,Control,original,Bad Filler,45,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It’s cold in this house. I bet you, John didn’t close the window or the back door.  I wonder which one of those two we’ll find open.",NAND,Experimental,original,Negation,2,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. So she received two tickets during the stop.",Contradictory,Experimental,created,Without,62,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely visits his sister or his mother. He says that they make him uncomfortable.",NOR,Experimental,original,Other DE,18,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I will always remember to submit my homework on time. There must be a shrimp in my soup.",NOR,Control,created,Bad Filler,91,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trees are very green this time of year.",NOR,Control,created,Easy Good,105,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: She can play the piano. She cannot play the piano.",NOR,Control,created,Easy Bad,116,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John doubts that Sue played football or tennis. So he thinks she did both.",Contradictory,Experimental,original,Other DE,15,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My aunt was very happy this morning. She was excited to see her friend after a long time.",NOR,Control,created,Good Filler,73,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doesn’t like cats or dogs. I don’t remember which.",NAND,Experimental,original,Negation,6,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was very happy this morning. She gave a good talk at the conference on Monday.",NOR,Control,original,Good Filler,28,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, John doesn’t drink wine or beer.  The doctor has forbidden him alcohol.",NOR,Experimental,original,Negation,1,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that John watched Mission Impossible or James Bond. So she knows he's watched all the action movies that have come out since the 1900s.",Contradictory,Experimental,created,Other DE,68,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Kate used to live without coffee or chocolate. I don't remember which.",NAND,Experimental,original,Without,12,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. So most people are able to recite twelve numbers in a row.",Contradictory,Experimental,original,Other DE,14,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people chose to take Calculus or Statistics. I don’t know which.",NAND,Experimental,created,Other DE,66,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary rarely speaks German or French. She usually only speaks English.",NOR,Experimental,created,Other DE,71,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My sister told me to walk the dog.",NOR,Control,created,Easy Good,106,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim was upset with me yesterday. He thought I ate his cake, but I didn't.",NOR,Control,created,Good Filler,74,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",NOR,Control,created,Good Filler,78,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary always brags about her famous cherry pie recipe. She's very proud of it.",NOR,Control,created,Good Filler,72,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tea in the kettle was very hot.",NOR,Control,created,Easy Good,94,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I've been to New York. I haven't been to New York.",NOR,Control,created,Easy Bad,124,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people took the appetizer or the dessert. The main dish was already expensive.",NOR,Experimental,original,Other DE,13,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie doesn’t like trees or flowers. I don’t remember which.",NAND,Experimental,created,Negation,56,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",NOR,Control,original,Bad Filler,49,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It seems John has lived here for years without medical or house insurance. So John spends a lot on medical and house insurance.",Contradictory,Experimental,original,Without,8,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: That's my water bottle. That's not my water bottle.",NOR,Control,created,Easy Bad,126,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It's cold outside. It's not cold outside.",NOR,Control,created,Easy Bad,113,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Mary didn’t invite John or Suzi to her birthday party. She’s upset with both of them and doesn’t want to see them.",NOR,Experimental,original,Negation,3,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John's son is a very picky eater. The only thing he'll willingly eat is mac and cheese.",NOR,Control,created,Good Filler,86,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two of the suspects were caught yesterday, but no names have been released yet.",NOR,Control,original,Good Filler,20,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John made it through all of college without buying coffee or bread. I forget which.",NAND,Experimental,created,Without,64,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: What is your impression after meeting our two new PhD students, Lina and Leo, today? Lina seems very motivated and with a strong background in syntax, but Leo, I cannot really tell.",NOR,Control,original,Good Filler,35,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trash is overflowing in my apartment.",NOR,Control,created,Easy Good,103,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I really liked the concert. The cellist should be playing brilliantly.",NOR,Control,original,Bad Filler,40,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My name is Jessica. My name is not Jessica.",NOR,Control,created,Easy Bad,114,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My dad is bald. My dad is not bald.",NOR,Control,created,Easy Bad,120,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t get the job. He didn’t bring his resume or a list of references. So he brought his resume, a list of references, and a thoughful present.",Contradictory,Experimental,created,Negation,59,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Mary doesn’t play softball or soccer. She doesn’t play any ball sports.",NOR,Experimental,created,Negation,54,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  So his bag had both his computer and movie camera in it when I looked.",Contradictory,Experimental,original,Without,11,2
