Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy hates cilantro. She says it tastes like soap to her.",Contradictory,Control,created,Good Filler,80,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Julie tried to seduce Jim at the party. And Mary did the same thing with Paul.",Contradictory,Control,original,Good Filler,30,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. She thinks he had time for only one of them.",NAND,Experimental,original,Other DE,16,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",Contradictory,Control,original,Bad Filler,49,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My dad is bald. My dad is not bald.",Contradictory,Control,created,Easy Bad,120,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The road is wet. The road is not wet. ",Contradictory,Control,created,Easy Bad,131,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The earthquake affected some buildings in our area. Luckily no building was affected.",Contradictory,Control,original,Bad Filler,38,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That kid likes toads. That kid does not like toads.",Contradictory,Control,created,Easy Bad,128,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sue recommended two books to read during holidays, but I looked for them in libraries.",Contradictory,Control,original,Bad Filler,36,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I will always remember to submit my homework on time. There must be a shrimp in my soup.",Contradictory,Control,created,Bad Filler,91,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The customer praised only the dessert. The happy customer praised the appetizer.",Contradictory,Control,original,Bad Filler,48,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",Contradictory,Control,created,Good Filler,77,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trees are very green this time of year.",Contradictory,Control,created,Easy Good,105,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I was late to work today. The traffic this morning was much worse than usual.",Contradictory,Control,created,Good Filler,76,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The results of the election are not out yet, but I don't remember who won.",Contradictory,Control,original,Bad Filler,41,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): She can play the piano. She cannot play the piano.",Contradictory,Control,created,Easy Bad,116,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John rarely visits his sister or his mother. So he spends as much time as possible with both.",Contradictory,Experimental,original,Other DE,18,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My aunt was very happy this morning. She was excited to see her friend after a long time.",Contradictory,Control,created,Good Filler,73,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Driving to work during rush hour is hard.",Contradictory,Control,created,Easy Good,104,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",Contradictory,Control,created,Good Filler,78,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It's cold outside. It's not cold outside.",Contradictory,Control,created,Easy Bad,113,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie plays softball. Jamie does not play softball.",Contradictory,Control,created,Easy Bad,115,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When we ate at the seafood restaurant, my brother's face puffed up and turned red. That's how we found out he has a seafood allergy.",Contradictory,Control,created,Good Filler,85,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): He walked the dog yesterday. He did not walk the dog yesterday.",Contradictory,Control,created,Easy Bad,122,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandmother made these cookies without rum or cinnamon. Instead of those ingredients she added homemade brandy.",NOR,Experimental,original,Without,9,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The books on the shelf are very old.",Contradictory,Control,created,Easy Good,107,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The property tax raise affected many families in the area. Luckily no families were affected.",Contradictory,Control,created,Bad Filler,88,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I like orange juice. I hate orange juice.",Contradictory,Control,created,Easy Bad,112,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary didn’t let us know her decision yet. She will have done that already.",Contradictory,Control,original,Bad Filler,43,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t go on holidays this year. I can’t remember where.",Contradictory,Control,original,Bad Filler,42,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): They haven't had another event at this school after the bomb threats last year.",Contradictory,Control,created,Good Filler,82,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Dan was upset with his grade. I shouldn’t have been the problem.",Contradictory,Control,original,Bad Filler,44,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary failed the Spanish test. She didn’t study the vocabulary words or the grammar. She didn’t study either.",NOR,Experimental,created,Negation,58,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The mansion was very big.",Contradictory,Control,created,Easy Good,92,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The soccer game was very exciting.",Contradictory,Control,created,Easy Good,101,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy has three jobs. I don't know how she does it.",Contradictory,Control,created,Good Filler,87,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I really liked the concert. The cellist should be playing brilliantly.",Contradictory,Control,original,Bad Filler,40,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people are able to recite the national anthem or the pledge of allegiance. Both are very hard to remember.",NOR,Experimental,created,Other DE,67,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It seems John has lived here for years without medical or house insurance. So John spends a lot on medical and house insurance.",Contradictory,Experimental,original,Without,8,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people chose to take Calculus or Statistics. Both of those classes are very unpopular.",NOR,Experimental,created,Other DE,66,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): One of my teachers hates me, but I will not remember which.",Contradictory,Control,created,Bad Filler,90,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Annie doesn’t like chocolate or pie. She dislikes all types of dessert.",NOR,Experimental,created,Negation,55,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that John watched Mission Impossible or James Bond. So she knows he's watched all the action movies that have come out since the 1900s.",Contradictory,Experimental,created,Other DE,68,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trash is overflowing in my apartment.",Contradictory,Control,created,Easy Good,103,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",Contradictory,Control,original,Bad Filler,46,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. So I saw cake, soda, and chocolate in the grocery bags he brought home.",Contradictory,Experimental,created,Without,63,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jane is worried. She got to the airport without her passport or her credit card. I don't remember which.",NAND,Experimental,original,Without,7,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tree is old. The tree is not old.",Contradictory,Control,created,Easy Bad,123,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I've been to New York. I haven't been to New York.",Contradictory,Control,created,Easy Bad,124,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people took the appetizer or the dessert. The main dish was already expensive.",NOR,Experimental,original,Other DE,13,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I love going to the gym. I'm there almost every day.",Contradictory,Control,created,Good Filler,84,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That's my water bottle. That's not my water bottle.",Contradictory,Control,created,Easy Bad,126,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I didn’t know the neighbors before moving here, even if I find it really generous.",Contradictory,Control,original,Bad Filler,45,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is upset. Clearly, he didn’t pass the semantics or the syntax exam.  And it wouldn’t be the first time he failed those classes.",NOR,Experimental,original,Negation,4,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tea in the kettle was very hot.",Contradictory,Control,created,Easy Good,94,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts that Sue played football or tennis. He thinks she never did any ball sports.",NOR,Experimental,original,Other DE,15,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t get the job. He didn’t bring his resume or a list of references. So he brought his resume, a list of references, and a thoughful present.",Contradictory,Experimental,created,Negation,59,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  I wonder which of the two he decided to give up.",NAND,Experimental,original,Without,11,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, John doesn’t drink orange juice or apple juice. He doesn’t drink any type of juice.",NOR,Experimental,created,Negation,53,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Yosemite is a great hiking destination.",Contradictory,Control,created,Easy Good,102,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary was upset about failing the test, even if I find it really expensive. ",Contradictory,Control,created,Bad Filler,89,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary is sad. She left the restaurant without a sandwich or a cake. They were out of both.",NOR,Experimental,created,Without,61,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",Contradictory,Control,original,Bad Filler,51,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John made it through all of college without buying coffee or bread. So John lived on toast and black coffee during college.",Contradictory,Experimental,created,Without,64,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Her phone is about to run out of battery. Her phone is not about to run out of battery.",Contradictory,Control,created,Easy Bad,127,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I enjoy skiing, I don't enjoy skiing.",Contradictory,Control,created,Easy Bad,129,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I drove to the store to buy some milk.",Contradictory,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary didn’t like the restaurant we went to last night. She thought it was too expensive.",Contradictory,Control,original,Good Filler,24,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It is raining right now. It is not raining right now.",Contradictory,Control,created,Easy Bad,117,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts Mary knows Spanish or French. So he has heard her speaking both.",Contradictory,Experimental,created,Other DE,69,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. She’s happy she doesn’t have any tickets to pay.",NOR,Experimental,created,Without,62,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy came back from the mall without buying a sweater or perfume I'm not sure which.",NAND,Experimental,created,Without,65,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Weddings are a very lovely time.",Contradictory,Control,created,Easy Good,100,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Paul can’t stand his colleagues, but I don’t know why.",Contradictory,Control,original,Good Filler,25,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim was upset with me yesterday. He thought I ate his cake, but I didn't.",Contradictory,Control,created,Good Filler,74,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie doesn’t like trees or flowers. I don’t remember which.",NAND,Experimental,created,Negation,56,4
